Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
Mecp2_Microglia_Null_GSE66211_up	50/499	0.000008570694525394112884934816332105356195825152099132537841796875	0.0000574766679254522751458568452509467761046835221350193023681640625	0.00000030225254553669036278887110279212091512590632191859185695648193359375	0.0000019960942220468737889264680684942021571259829215705394744873046875	-1.4593840712164174	17.026870068498887	CLIC4;BTG1;TFRC;PDE3B;SLC2A1;PLAT;CDH5;RGS2;RASSF2;FTH1;ABCD1;IER3;DUSP1;TSC22D3;CIRBP;RNASE4;FOS;GPCPD1;NPC1;DDIT4;ELMO1;TXNIP;SGK1;RIN2;SQSTM1;ATF4;PPP1R15A;CSF1R;SLC3A2;GATA2;NDRG1;PTGS1;FBXL20;MAT2A;UBC;PTK2B;CDK19;MON2;EDEM1;STAT3;PARVB;KLF4;PNRC1;PAN2;NR4A1;ABTB1;PER1;PMP22;TMCC3;SERINC3
Xbp1_Liver_Knockout_GSE64824_down	65/711	0.00000871962530673085265786430297918485621266881935298442840576171875	0.0000581755514054196876637392588094144230126403272151947021484375	0.00000011859527348441377024988621462220361735262486035935580730438232421875	0.000000885401734567113933563526663450549136769041069783270359039306640625	-1.4574874718520985	16.97963327612639	TRAM1;ABCD3;ERO1LB;SLC35B1;PDE3B;TXNDC11;MIA3;MSMO1;MAGT1;HERPUD1;UFL1;SERP1;CPT2;CREB3L2;AOX3;CYP4V3;ACAD11;TRP53INP2;PDIA3;TSC22D3;ARRDC3;GFRA1;PDIA6;PDIA4;DNAJC3;DNAJB11;CRELD2;NRN1;INSIG2;SLC41A2;USO1;MGST1;DERL2;GLRX;HSD17B11;CLCN2;FAM214A;HSP90B1;UBC;DNAJB9;SARAF;DCAF11;SEC23B;ACBD5;XBP1;SDF2L1;HSPA5;EDEM1;SLC33A1;SURF4;SYVN1;ASS1;MANF;GSTZ1;ALDH6A1;SPCS2;OSTC;GOLGB1;KLF9;PDCD4;HYOU1;CALR;LPIN1;SEC24D;MXD4
Dexamethasone_Human_Airway_Smooth_Muscle_Cells_1uM-18hrs_GSE52778_up	54/496	0.000000291943302405242021703955790368212319663143716752529144287109375	0.000002944327414179999204200781359741512233085813932120800018310546875	0.0000000081509072533483417990991925909140258799112643828266300261020660400390625	0.0000000822041111364821061983863804099870176145259392797015607357025146484375	-1.1272429441767564	16.961293423401756	EPHB6;TRAM1;CLIC4;CALCOCO1;CSRP1;SCRN1;ANPEP;FTH1;CREB3L2;AOX1;PXDC1;CAST;BNIP3L;CPT1A;GABARAPL1;ZHX3;DUSP1;TSC22D3;HEG1;ARID5B;SLC39A13;WIPI1;OSMR;TMBIM1;DDIT4;PCYOX1;GLRX;HIGD1A;FOXO3;LDHA;RAB11FIP1;DNAJB4;UBC;PGK1;STOM;TCEAL9;HSPA5;LHFP;TXNRD1;STAT2;STAT3;CFLAR;FBXO32;PER1;RCAN1;KLF9;GNB4;PTX3;TACC1;SERINC1;LPIN1;SERINC3;GCLM;FGFR1
OVOL1_Trophoblast_knockdown_GSE66962_down	53/496	0.0000006732257373189425749874744732414999504044317291118204593658447265625	0.0000063011991672801747417682893814827593814698047935962677001953125	0.00000001981256488298832469319304158510142155336097857798449695110321044921875	0.00000018411533509119866315151096969326971475311438553035259246826171875	-1.1849543367149198	16.839605466299503	CDKN1A;ALAS1;TFRC;HERPUD1;GMPPB;ZFYVE26;SERP1;CSRP1;TUBB3;SESN2;PXDC1;IER3;PDIA3;KLF11;ZBTB38;KRT8;SERPINB9;BPGM;OSMR;DNAJC3;DOPEY2;TMBIM1;NUPR1;ATP6V0D1;SGK1;SQSTM1;ATF3;CSF1R;NEDD4L;SLC3A2;GATA2;MTMR4;FAM214A;MTM1;RAB11FIP1;EPB41L3;HMOX1;DNAJB9;SLC38A9;SEC23B;XBP1;GDF15;WFS1;PLEKHA2;MCAM;EDEM1;SURF4;SYVN1;FBXO32;RNF103;KRT18;CALR;NUCB2
Li-Fraumeni_Syndrome_Mesenchymal_Stem_Cells_GSE58123_down	51/498	0.00000376852929146643780939046446121221123348732362501323223114013671875	0.0000272380922677657535155119894465514107650960795581340789794921875	0.00000012454151992758020199935742149122130939531416515819728374481201171875	0.000000885401734567113933563526663450549136769041069783270359039306640625	-1.344758197262952	16.794450789372437	CDKN1A;TRAM1;BTG1;HK1;ZMIZ1;ANPEP;FTH1;PDE4B;ARRDC4;IKBIP;ABCC3;PIAS3;ZHX3;DUSP1;P3H1;GFRA1;OSMR;BET1L;PLIN3;FKBP7;TXNIP;CD47;SGK1;PCYOX1;SAMD5;SEMA3B;MGST1;GLRX;PTGS2;ADD3;CAMKK1;IGFBP6;TCEAL9;NQO1;ATP8B2;STAT2;HSPA2;KAZALD1;SMARCA2;ASS1;FOSL2;P4HA3;RAB13;PMP22;PDCD4;PTX3;GOPC;ALDH18A1;NUCB2;CRLF1;MXD4
ADAR_E861A_Fetal_Liver_Mutant_GSE58917_up	50/498	0.000008111764043502540518187741980238314454254577867686748504638671875	0.000054680855028998989948198217181385416552075184881687164306640625	0.00000028606757052283928532702343520977006363636974128894507884979248046875	0.00000189884647576639759209739255485516196131356991827487945556640625	-1.4290845754227615	16.752008348811188	CDKN1A;GHITM;HERPUD1;ERO1L;FTH1;LGALS8;PDIA3;TOR3A;MAP2K1;TPI1;PEG3;PGAM1;TRAFD1;FNDC3A;GTPBP2;PDIA6;PDIA4;DDIT3;TXNIP;TRIB3;CD47;ALDOA;SQSTM1;ATF4;PPP1R15A;TRIM12C;BEX2;NLGN2;SLC3A2;HSP90B1;HELZ2;LDHA;UBC;ESD;PGK1;HMOX1;XBP1;HSPA5;BNIP3;STAT2;OSGIN1;MT2;MT1;PARP14;MANF;VEGFA;KRT18;P4HA1;CALR;PFKP
heat-inactivated_MTB_H37Rv_Macrophage_48hr_GSE67427_up	51/498	0.00000376852929146643780939046446121221123348732362501323223114013671875	0.0000272380922677657535155119894465514107650960795581340789794921875	0.00000012454151992758020199935742149122130939531416515819728374481201171875	0.000000885401734567113933563526663450549136769041069783270359039306640625	-1.339819652414379	16.73277416334459	TRAM1;CLIC4;PLEKHB2;TNFAIP6;SRXN1;TFRC;ITGB3;SLC7A11;LIPA;ETS2;ANPEP;FTH1;CYP1B1;SLC16A3;IER3;PDIA3;ARRDC4;AGTRAP;PDIA4;VCAN;NPC1;TMBIM1;TXNIP;CD47;SEC22B;SQSTM1;IFNAR1;RBM47;DENND3;SLC3A2;NDRG1;HSP90B1;MKNK1;EPB41L3;PGK1;STOM;CD14;ST3GAL1;SLC31A2;VDR;IDH1;TXNRD1;STAT3;PDE4DIP;CFLAR;PNRC1;FOSL2;NBR1;PMP22;CALR;MXD1
Bacillus_Calmette-Guerin_Macrophage_48hr_GSE67427_up	51/498	0.00000376852929146643780939046446121221123348732362501323223114013671875	0.0000272380922677657535155119894465514107650960795581340789794921875	0.00000012454151992758020199935742149122130939531416515819728374481201171875	0.000000885401734567113933563526663450549136769041069783270359039306640625	-1.3077050814966578	16.3317008834068	CLIC4;TNFAIP6;SRXN1;TFRC;ITGB3;SLC7A11;ETS2;ANPEP;FTH1;CYP1B1;SLC16A3;IER3;ARRDC4;TPI1;PGAM1;AGTRAP;PDIA4;VCAN;MTHFD2;TMBIM1;TXNIP;SEC22B;SQSTM1;IFNAR1;SLC41A2;GLRX;SLC3A2;NDRG1;HSP90B1;HELZ2;LDHA;MKNK1;EPB41L3;PGK1;STOM;CD14;ST3GAL1;SLC31A2;IDH1;TXNRD1;STAT3;PDE4DIP;CFLAR;PARP14;PNRC1;FOSL2;RAB13;TMEM119;PMP22;CALR;MXD1
SGC0946_&_I-BET_MV4-11_GSE71777_up	51/498	0.00000376852929146643780939046446121221123348732362501323223114013671875	0.0000272380922677657535155119894465514107650960795581340789794921875	0.00000012454151992758020199935742149122130939531416515819728374481201171875	0.000000885401734567113933563526663450549136769041069783270359039306640625	-1.295287492450997	16.17661977769243	ANKRD13D;CPOX;MAP1LC3B;SESN3;FTH1;LGALS8;VPS39;ARRDC4;SMIM14;BNIP3L;TSPYL1;CIRBP;TRAFD1;P3H1;ARFGAP3;DOPEY2;POR;NPC1;KIFC2;TEP1;MADD;CRY2;TXNIP;ULK1;SQSTM1;STK40;PCYOX1;PPP1R15A;KDM3A;RAB5B;NLGN2;CLDND1;SATB1;STXBP1;ADD3;HELZ2;RAB11FIP1;SARAF;TRPM4;KDM4B;MON2;TXNRD1;STAT2;TMEM50B;STAT3;KLHL24;PNRC1;GOLGB1;SERINC1;MXD4;FGFR1
5-Azacytidine_JJN3_24hr-10nM_GSE56623_down	51/498	0.00000376852929146643780939046446121221123348732362501323223114013671875	0.0000272380922677657535155119894465514107650960795581340789794921875	0.00000012454151992758020199935742149122130939531416515819728374481201171875	0.000000885401734567113933563526663450549136769041069783270359039306640625	-1.288076639626956	16.086564693329123	RB1;TRAM1;TFRC;PLOD2;MSMO1;HERPUD1;RASSF2;CREB3L2;NIPAL3;PDK1;PDIA3;BNIP3L;CPT1A;FBXO18;ZBTB38;PDE4D;KCNAB2;PDIA6;PDIA4;DUS2;DDIT4;ELMO1;ALDOA;KDM3A;PFKFB4;DERL3;USO1;SEL1L;UAP1;SLC1A4;NDRG1;HSP90B1;MAPK9;ABR;CTIF;LDHA;UBC;ST3GAL1;KDM4B;ATP8B2;HSPA5;PLEKHA2;EDEM1;GFPT1;PDE4DIP;MANF;VEGFA;P4HA1;HYOU1;SEC24D;PFKP
heat-inactivated_MTB_H37Rv_Macrophage_4hr_GSE67427_up	52/497	0.0000016138043798826994014721132597589559054540586657822132110595703125	0.000013204776718411270717830167942263841496242093853652477264404296875	0.0000000502102811791596952542942049364793621890612485003657639026641845703125	0.000000405736495739669320831463812659922751890917425043880939483642578125	-1.177410534608022	15.70302563014136	CDKN1A;CLIC4;ALAS1;BTG1;TFRC;SLC7A11;PVR;ETS2;LGALS3;RGS2;ANPEP;PDE4B;CYP1B1;IER3;PDIA3;DUSP1;ARID5A;SERPINB9;ARFGAP3;EREG;DNAJC3;NPC1;MTHFD2;DDIT4;SGK1;ATF3;ATF4;PPP1R15A;SLC43A3;SLC41A2;AK4;PTGS2;HSP90B1;LDHA;STOM;HIVEP2;CD55;PLK3;UBE2H;SGTB;CFLAR;PNRC1;GPR137B;FOSL2;RCAN1;MAFF;PMP22;PTX3;MXD1;CPEB2;PFKP;LRP12
Bmal1_Liver_Knockout_ZT0_GSE70497_down	51/498	0.00000376852929146643780939046446121221123348732362501323223114013671875	0.0000272380922677657535155119894465514107650960795581340789794921875	0.00000012454151992758020199935742149122130939531416515819728374481201171875	0.000000885401734567113933563526663450549136769041069783270359039306640625	-1.2515119488101454	15.629914641445136	ABCD3;CROT;CSAD;LIPA;CPT2;ZMIZ1;AOX3;CYP4V3;ACAD11;PCMTD1;ABCC3;HSDL2;GABARAPL1;TPI1;AMT;PDIA6;TUBB2A;TMEM106B;SQSTM1;INSIG2;SGMS2;HSD17B11;ARNTL;HELZ2;LDHA;RMND5A;ERBB3;UBC;PGK1;DCAF11;ST3GAL1;ACBD5;GDF15;PNPLA8;EDEM1;STAT3;MOCOS;OSGIN1;SYVN1;SUOX;ASS1;PNRC1;VEGFA;ALDH6A1;GCLC;CTH;GOLGB1;NBR1;PXMP4;CPEB2;GPR146
CITCO_HepaRG-hCAR-KO_GSE71446_down	52/497	0.0000016138043798826994014721132597589559054540586657822132110595703125	0.000013204776718411270717830167942263841496242093853652477264404296875	0.0000000502102811791596952542942049364793621890612485003657639026641845703125	0.000000405736495739669320831463812659922751890917425043880939483642578125	-1.169516913018675	15.597749060509328	TRAM1;SLC2A1;PLOD2;ETS2;GYS1;ALKBH5;ANPEP;CHMP1B;LGALS8;CPT1A;TSPYL1;PCYT1A;DUSP1;PGAM1;KRT8;GFRA1;TBC1D2;TUBB2A;DDIT4;ALDOA;ATP6V0D1;PFKFB4;RNF34;INSIG2;AK4;HIGD1A;FOXO3;MTMR4;NDRG1;CTIF;LDHA;ABLIM2;NACC2;UBC;MXI1;PGK1;STOM;METTL7B;RAB11FIP3;EGLN1;KDM4B;PLEKHA2;BNIP3;STAT3;SORBS1;ASS1;PINK1;DHRS7;SLC6A8;KRT18;P4HA1;KLF9
NMP_JJN3_24hr-10nM_GSE56623_up	51/497	0.00000355803293872433505144162353694969880280041252262890338897705078125	0.00002707018042854011667035056543095805636767181567847728729248046875	0.0000001176364321733894449795770269055761314547225993010215461254119873046875	0.000000885401734567113933563526663450549136769041069783270359039306640625	-1.2408664402030098	15.568285982846794	CALCOCO1;CDKN1B;CHD2;ABCC10;STK10;LGALS3;MAP1LC3B;SESN3;FTH1;PIM2;SLC12A6;VPS39;PCMTD1;CAST;PIAS3;BNIP3L;CIRBP;ARID5A;ATG13;RBL2;EID1;TXNIP;TMEM106B;ULK1;ATP6V0D1;SQSTM1;RAB5B;SLC41A1;CLCN3;FOXO3;NDRG1;UBC;ATP6V0A1;UBE2H;SIAH2;STAT3;NEK7;MTHFR;PNRC1;PINK1;CCNG2;MKRN1;NBR1;PDCD4;TMCC3;SERINC1;HBP1;LPIN1;SERINC3;YPEL3;MXD4
Ch25h_BMDM_Knockout_GSE58993_up	52/497	0.0000016138043798826994014721132597589559054540586657822132110595703125	0.000013204776718411270717830167942263841496242093853652477264404296875	0.0000000502102811791596952542942049364793621890612485003657639026641845703125	0.000000405736495739669320831463812659922751890917425043880939483642578125	-1.1542654506192396	15.394341584598468	SLC48A1;CDKN1B;BTG1;TMEM41B;SLC2A1;MSMO1;SLC7A11;ERO1L;GYS1;ZMIZ1;ANPEP;FTH1;PDE4B;SLC12A6;SLC16A3;TRP53INP2;IER3;TPI1;H2AFZ;PGAM1;AGTRAP;LZTFL1;TXNIP;ALDOA;RHOQ;IFNAR1;GAS7;KMT2E;CSF1R;GDPD1;GLRX;AK4;LDHA;RAB11FIP1;MAT2A;PGK1;HMOX1;ST3GAL1;SASH1;MFAP3L;EGLN1;SLC31A2;PLEKHA1;IDH1;BNIP3;SURF4;MT2;MT1;KLF3;ZDHHC9;PMP22;NFE2L2
WZ4002_NSCLC-Parental_PC9-GR2_24hrs_GSE75602_up	51/498	0.00000376852929146643780939046446121221123348732362501323223114013671875	0.0000272380922677657535155119894465514107650960795581340789794921875	0.00000012454151992758020199935742149122130939531416515819728374481201171875	0.000000885401734567113933563526663450549136769041069783270359039306640625	-1.2288619988887168	15.347043363834475	CALCOCO1;MSMO1;LGALS3;ANPEP;CREB3L2;CAPN5;CHP1;CAST;SMIM14;GABARAPL1;TSC22D3;HEG1;KRT8;TRAFD1;ARID5B;POR;GPRC5A;TMBIM1;SCNN1A;SGK1;SLC45A4;RBM47;RAB5B;FAM114A1;FOXO3;TOB1;DNAJB2;RAB11FIP1;ERBB3;MYO6;UBE2H;NEBL;IDH1;STAT3;PDE4DIP;RAB27B;FBXO32;PARP14;ASS1;FOSL2;PINK1;KRT18;PIK3IP1;CCNG2;MKRN1;NBR1;TACC1;CALR;GPD1L;YPEL5;YPEL3
Msi2_MIA_PaCa-2_Knockdown_GSE75797_up	50/498	0.000008111764043502540518187741980238314454254577867686748504638671875	0.000054680855028998989948198217181385416552075184881687164306640625	0.00000028606757052283928532702343520977006363636974128894507884979248046875	0.00000189884647576639759209739255485516196131356991827487945556640625	-1.3069577809235589	15.320414224678284	ALAS1;TMEM41B;TFRC;MIA3;AREG;LIPA;MAP1LC3B;TMEM43;TUBB3;SLC16A3;TMED4;PDIA3;ZBTB38;ATG9A;SERPINB9;OSMR;PDIA6;EREG;PDIA4;GPRC5A;MTHFD2;PLIN3;ALDOA;SGK1;STK40;SEC23A;UAP1;HSP90B1;LDHA;MAT2A;HLTF;UBC;GPAT3;XBP1;NDFIP1;HSPA5;STAT3;SURF4;RAB27B;CFLAR;FOSL2;RCAN1;IBTK;KRT18;PTX3;HYOU1;SERINC1;CALR;SERINC3;PFKP
Perhexiline_CUTLL1_GSE66014_up	52/495	0.000001431147416550012371340536328212511563151565496809780597686767578125	0.000012249492032444514517833082656306231683629448525607585906982421875	0.000000044608454207723399284426005727277608770009464933536946773529052734375	0.00000037685453846914379618889857914698637841866002418100833892822265625	-1.1376297090264382	15.309121726381472	EPHB6;SPON2;CALCOCO1;BTG1;PLEKHB2;PDE3B;MIA3;MSMO1;PCMTD2;MAP1LC3B;CHMP1B;FTH1;PGPEP1;KHNYN;FNDC3A;LZTFL1;RBL2;TXNIP;TMEM106B;ULK1;ARHGEF2;RAB5B;STXBP1;SEL1L;HSP90B1;BLOC1S6;UBC;SARAF;FNIP1;UBE2H;NDFIP1;USP20;HSPA5;POLM;IDH1;EDEM1;STAT2;MTHFR;KLHL24;CHFR;TMEM230;TTC17;VEGFA;GID4;NBR1;PDCD4;HYOU1;SERINC1;HBP1;CALR;SERINC3;SSBP2
Staphylococcus_epidermidis_Macrophage_4hr_GSE67427_up	52/496	0.000001519913018564536287544129537774306726305439951829612255096435546875	0.000012924227693806938054021937745119430474005639553070068359375	0.0000000473310803642647466178073798435954611107945311232469975948333740234375	0.0000003972757132510222186211053078952470940521379816345870494842529296875	-1.125680530423638	15.080581599619022	CDKN1A;CLIC4;BTG1;TNFAIP6;TFRC;SLC7A11;ETS2;LGALS3;RGS2;SESN3;FTH1;PDE4B;PIM2;IER3;DUSP1;ARID5A;ARID5B;SERPINB9;EREG;DNAJC3;VCAN;MTHFD2;DDIT4;DNAJB11;RIN2;ATF3;RHOQ;ATF4;PPP1R15A;SLC41A2;GLRX;PTGS2;HELZ2;UBC;STOM;CD55;PLK3;HSPA5;STAT2;CFLAR;PARP14;PNRC1;FOSL2;MANF;VEGFA;RCAN1;NR4A3;RAB13;PMP22;PTX3;MXD1;GLA
FancC_mature_mouse_B_cells_Knockout_GSE76634_up	48/499	0.0000369937364396879687510229228752933750001830048859119415283203125	0.0002048036217363150847912967034147868616855703294277191162109375	0.00000150352481437668073841460759931809576528394245542585849761962890625	0.000008323769291506646322950820071628896812399034388363361358642578125	-1.473558305616639	15.037311720990079	PPP1R15A;BTG1;ERO1LB;FECH;SATB1;ITGB3;CREM;OTUD7B;SLC3A2;GHITM;ETS2;HERPUD1;RGS2;MNT;SERP1;FTH1;UBC;HMOX1;DNAJB9;FYN;FNIP1;PCMTD1;TPD52;UBE2H;PCYT1A;GDF15;TSC22D3;ARRDC3;ARID5A;EIF2AK3;UBALD2;BPGM;NR4A1;PER1;PINK1;IBTK;PIK3IP1;DDIT3;MKRN1;JMY;MAFF;SERINC1;ATP6V0D1;GLA;ATF3;STK40;NFE2L2;ATF4
LNA_30bcd_Human_Intestinal_Epithelial_Cells_100nM-48h_GSE79923_up	50/497	0.000007675696297400934215164787499663390235582483001053333282470703125	0.0000528364067879291744744309211601063225316465832293033599853515625	0.00000027069976592321096442515619695523554355531814508140087127685546875	0.000001834272893052590990743970673915175240153985214419662952423095703125	-1.2679933608872604	14.933730368268224	SPON2;TRAM1;PLEKHB2;SRXN1;CERK;SLC7A11;GHITM;CHD2;HERPUD1;GOLGA3;MAP1LC3B;FTH1;SESN2;SEC62;IER3;PDIA3;TSC22D3;GFRA1;PDIA6;NPC1;MTHFD2;DDIT3;DDIT4;TRIB3;ARHGEF2;NUPR1;ALDOA;SQSTM1;TSPYL4;ATF4;TMEM45A;PPP1R15A;KMT2E;PFKFB4;SLC3A2;HSP90B1;BLOC1S6;STOM;HMOX1;SARAF;SEC11A;GDF15;TXNRD1;YIPF4;GFPT1;VEGFA;P4HA2;RAB18;SERINC1;GCLM
DAPT_Cochlea_10_uM_Post_natal_day_0_GSE83340_down	73/937	0.000433753322704699272212292004979872217518277466297149658203125	0.00187479426192296914736867829986977085354737937450408935546875	0.000005251892964767280512039353268516350681238691322505474090576171875	0.0000260790562868787483322662035245542710981681011617183685302734375	-1.8769728219372626	14.53346544030014	CDKN1A;CLIC4;CDKN1B;PLAT;PLOD2;RGS2;SCRN1;SESN3;FTH1;AOX1;CYP1B1;SLC12A6;VPS39;IER3;TOR3A;ZHX3;CHPF2;DUSP1;CIRBP;KREMEN1;KRT8;FOS;OSMR;PDIA4;MMP11;CD47;NUPR1;KDELR3;SGK1;TRIB2;PCYOX1;ATF4;TNXB;ADAM22;MGST1;GDPD1;DENND3;SLC3A2;SGMS2;PTGS2;HSP90B1;HELZ2;GPR153;MAT2A;NACC2;EPB41L3;PGK1;ST3GAL1;MPP2;XBP1;HSPA5;GADD45A;STAT2;STAT3;SURF4;PRRX2;KLF4;KAZALD1;SLC8B1;VEGFA;NR4A1;GCLC;NR4A3;KRT18;GSTA4;ACER3;JMY;KLF9;GNB4;CALR;SEC24D;MXD4;FGFR1
TGFB3_Palatal_shelves_E14.5_knockout_GSE45568_down	50/498	0.000008111764043502540518187741980238314454254577867686748504638671875	0.000054680855028998989948198217181385416552075184881687164306640625	0.00000028606757052283928532702343520977006363636974128894507884979248046875	0.00000189884647576639759209739255485516196131356991827487945556640625	-1.2365363195388595	14.494920108136593	TRAM1;FKBP14;PLOD2;MAGT1;TMEM263;SERP1;FTH1;CREB3L2;CYP1B1;SEC62;PDIA3;IKBIP;PEG3;ARRDC3;P3H1;PRSS12;PDIA6;PDIA4;DNAJC3;UGDH;ZADH2;RHOJ;FAR1;CD47;KDELR3;SLC26A2;FAM114A1;SEL1L;DERL1;SGMS2;HSP90B1;XBP1;PRRX1;HSPA5;NEK7;SURF4;GFPT1;PDE4DIP;KAZALD1;MANF;P4HA1;P4HA2;OSTC;P4HA3;PMP22;CALR;SERINC3;SEC24D;FGFR3;PLCD1
Dlx3(Dlx3-K14)_Enamel_organ_conditional_Knockout_GSE57984_down	49/498	0.0000170797622992963286209754103506242017829208634793758392333984375	0.000105311709722201535754070034212048767585656605660915374755859375	0.000000645173394143139068167606096915189795026890351437032222747802734375	0.0000039780596482475066548857405013261967496873694472014904022216796875	-1.3102836434036633	14.38379106389851	PI4K2B;PLOD2;VLDLR;SLC7A11;CROT;MAGT1;GHITM;RGS2;CSRP1;SESN3;FAM162A;FTH1;CHP1;PXDC1;TRP53INP2;PDIA3;TPD52;ARRDC4;TPI1;PGAM1;ARRDC3;EMP2;GPCPD1;VCAN;RELL1;ALDOA;SGK1;HSP90B1;LDHA;PGRMC1;MAT2A;EPB41L3;PGK1;HMOX1;GPR155;CD55;HSPA5;SUCO;MT2;MT1;PARVB;TMCO3;VEGFA;RCAN1;SPCS2;EHD3;GSTA4;CALR;GCLM
Phenobarbital_Liver_GSE77729_up	50/498	0.000008111764043502540518187741980238314454254577867686748504638671875	0.000054680855028998989948198217181385416552075184881687164306640625	0.00000028606757052283928532702343520977006363636974128894507884979248046875	0.00000189884647576639759209739255485516196131356991827487945556640625	-1.2205776586187356	14.307849569718197	TRAM1;ABCD3;ALAS1;MSMO1;CROT;GHITM;LIPA;SERP1;FTH1;AOX3;CYP4V3;ACAD11;PDK1;PDIA3;ABCC3;GABARAPL1;TPI1;ENTPD5;GPT2;KRT8;4931406C07RIK;PDIA6;PDIA4;DNAJC3;UGDH;METTL7A1;POR;SQSTM1;PCYOX1;FECH;INSIG2;MGST1;HSP90B1;PGRMC1;UBC;ESD;PGK1;DCAF11;ACBD5;HSPA5;IDH1;SURF4;GSTZ1;ALDH6A1;GCLC;CTH;SERINC1;CALR;SERINC3;GCLM
SGC0946_MV4-11_(Nascent_RNA)_GSE81147_down	49/498	0.0000170797622992963286209754103506242017829208634793758392333984375	0.000105311709722201535754070034212048767585656605660915374755859375	0.000000645173394143139068167606096915189795026890351437032222747802734375	0.0000039780596482475066548857405013261967496873694472014904022216796875	-1.2943690570203812	14.209086841222831	CDKN1A;CDKN1B;PDE3B;SLC2A1;GHITM;STK10;ZMIZ1;FTH1;SESN2;CHAC1;PIM2;SLC12A6;SLC16A3;PDIA3;TPI1;H2AFZ;TSC22D3;UBALD2;FOS;GTPBP2;PDIA6;MFSD12;MTHFD2;DDIT4;TRIB3;TRIM16;ALDOA;ATF4;PPP1R15A;PXK;SATB1;SLC3A2;HSP90B1;ABR;UBC;PTK2B;XBP1;HSPA5;PHF10;EDEM1;SURF4;ASS1;TMEM154;FOSL2;VEGFA;TACC1;HYOU1;SEC24D;CPEB2
CFTR_Colon_Knockout_GSE76095_down	70/888	0.0004090252379976491302511487635484854763490147888660430908203125	0.00178571085447966934438290831366202837671153247356414794921875	0.0000057015048788437571269482710689668891745895962230861186981201171875	0.00002820402223336778864122391385915733508227276615798473358154296875	-1.7987972094846405	14.03373680371876	ALAS1;BTG1;TFRC;PLAT;VSIG10;ETS2;SLC6A4;SERP1;CSRP1;ANPEP;FTH1;SLC12A6;TRP53INP1;PDIA3;SLC36A1;CPT1A;TPI1;H2AFZ;HEG1;PGAM1;RNASE4;GPCPD1;4931406C07RIK;PDIA6;PDIA4;UGDH;METTL7A1;NOV;DDIT4;NUPR1;SGK1;FAM8A1;PCYOX1;KMT2E;SLC26A2;SLC41A1;PIK3R3;SLC1A4;PTGS2;CLCN3;HIGD1A;HOXB13;ADD3;NDRG1;HSP90B1;IL1RL1;LDHA;MAT2A;ERBB3;CLMN;UBC;PGK1;XBP1;HSPA5;VDR;GFPT1;MT1;KLHL24;FBXO32;PINK1;IBTK;PFKL;KRT18;KITL;MKRN1;PDCD4;HYOU1;CALR;SERINC3;NFE2L2
Slfn5_786-0_knockdown_GSE64399_up	51/497	0.00000355803293872433505144162353694969880280041252262890338897705078125	0.00002707018042854011667035056543095805636767181567847728729248046875	0.0000001176364321733894449795770269055761314547225993010215461254119873046875	0.000000885401734567113933563526663450549136769041069783270359039306640625	-1.1123108169650608	13.955388218487833	CDKN1A;BTG1;NARF;PLEKHB2;SLC2A1;SIPA1L2;GOLGA2;GOLGA3;MMP24;TUBB3;FTH1;CREB3L2;MAF1;SMIM14;HSDL2;GABARAPL1;PARP4;KHNYN;CHPF2;ZBTB38;ARRDC3;GTPBP2;ATG13;MFSD12;EREG;TBC1D2;DDIT4;TRIB3;SQSTM1;RBM47;SLC26A2;FAM114A1;NDRG1;ADGRG1;NACC2;RAB11FIP3;PLEKHA1;GDF15;YIPF3;STAT3;TMCO3;VEGFA;PDP1;PAN2;IBTK;PFKL;SLC6A8;GNPDA1;CALR;MXD4;BET1
ZFP36L3_Yolk_sac_knockout_GSE66138_up	49/499	0.00001800630523414603018452807836613516201396123506128787994384765625	0.000110500958064264087903245947774877322444808669388294219970703125	0.00000068043629068273143748412333520203532088999054394662380218505859375	0.0000041756962932935550394009278918350247522539575584232807159423828125	-1.2722525159400473	13.899089745084003	SPON2;PI4K2B;CLIC5;CLIC4;SLC2A1;SIPA1L2;LIPA;ERO1L;GYS1;TPD52;MAP2K1;PEG3;ARRDC3;RNASE4;FNDC3A;PDIA6;PDIA4;ALDH3A2;SLCO2A1;DNAJB11;SLC45A4;CSF1R;RBM47;SEC23A;AU040320;USO1;SEL1L;AK4;CLCN3;HSP90B1;LDHA;ADGRG1;MYO6;ST3GAL1;ATP6V0A1;HSPA5;GFPT1;EIF2AK3;SUCO;SORBS1;RCAN1;ZDHHC9;NBR1;HYOU1;SERINC1;ALDH18A1;SERINC3;SEC24D;PFKP
