GENE	EVC-A-1	EVC-B-2	RA72Q-A-3	RA72Q-C-2	WT-1-1	WT-2-2
AFG3L1P	2.72082	2.48387	1.74863	2.20208	2.26519	2.02624
AFG3L2	41.9451	42.9	42.7393	43.5081	43.831	45.5683
AFM	0	0	0	0	0	0
AFMID	10.1219	9.23741	8.65273	8.2297	7.95224	9.19451
AFP	0.326597	0.253267	0.215959	0.340165	0.168503	0.07638
AFTPH	13.7239	12.9965	15.126	13.7843	13.3779	14.1342
AGA	3.81961	4.10376	3.74395	3.58897	4.49988	3.98717
AGAP1	2.20002	1.87533	1.93756	2.05152	2.03351	2.00996
AGAP11	0.211973	0.230746	0.181577	0.249061	0.180316	0.123032
AGAP2	0.460154	0.430491	0.55933	0.631115	0.673248	0.564272
AGAP3	29.2587	28.7327	27.7586	30.2065	29.3733	29.1839
AGAP4	0.536198	0.501415	0.32923	0.368085	0.47784	0.426355
AGAP5	1.15158	1.31151	1.38334	1.10674	1.15948	1.25681
AGAP6	3.52083	3.87122	3.18468	3.26925	3.59877	3.48004
AGAP7	0.0382999	0.0856074	0.0633135	0.0253852	0.0377242	0.0501595
AGAP8	0.0812622	0.155765	0.134391	0.0942708	0.120101	0.173038
AGAP9	0.0130239	0	0	0	0	0
AGBL1	0	0	0	0	0.00851521	0.0084916
AGBL2	0.0671208	0.080372	0.041609	0.0667316	0.024792	0.0576876
AGBL3	0.19645	0.220915	0.237209	0.212294	0.159845	0.268467
AGBL4	0.234898	0.215234	0.202597	0.263997	0.18107	0.140442
AGBL5	18.0061	16.7907	16.9429	17.7772	17.858	18.682
AGER	1.61817	2.2355	1.56985	1.50722	2.08234	1.91153
AGFG1	9.28329	8.78899	8.3455	8.38412	8.09108	8.21341
AGFG2	8.45596	8.31314	9.83804	10.162	10.3898	10.3549
AGGF1	17.9306	18.3155	19.2525	18.7527	17.9539	18.5076
AGK	31.0973	30.9304	29.8181	28.1328	29.364	28.7488
AGL	22.5466	23.9505	21.1401	20.0274	19.484	20.2905
AGMAT	0.154214	0.193893	0.181639	0.105408	0.132909	0.160942
AGMO	0.0125193	0	0.0124174	0	0.0616558	0
AGO1	20.0943	20.6909	19.9966	19.9622	20.1504	19.722
AGO2	5.65056	5.87566	6.05806	6.24389	5.48065	5.90608
AGO3	8.29894	8.5556	8.22066	8.24979	8.13913	8.35195
AGO4	1.48074	1.57738	1.86774	1.75668	1.9569	1.97184
AGPAT1	63.2327	59.6842	62.0391	64.2375	63.0765	59.4894
AGPAT2	20.2203	17.8546	16.966	18.9444	20.6004	19.4861
AGPAT3	46.5929	46.012	42.8097	43.4917	45.1462	45.1839
AGPAT4	3.63476	3.65934	3.19357	3.44423	3.58742	3.27905
AGPAT4-IT1	0.759471	0.810199	0.445125	0.686425	0.493037	0.559486
AGPAT5	9.30925	9.27644	8.42687	8.14889	7.97836	8.18221
AGPAT6	17.8741	18.5142	19.798	19.5021	19.6192	19.1028
AGPAT9	4.37324	4.38592	3.65851	4.50457	4.73883	4.06121
AGPHD1	2.66861	2.4474	2.29121	2.19886	2.23759	2.75313
AGPS	31.3565	30.7021	29.816	28.1092	27.8707	28.2314
AGR2	0	0	0.0361807	0	0	0
AGR3	0	0.0498376	0	0	0	0
AGRN	1.114	1.00594	1.34651	1.34572	1.27423	1.3256
AGRP	2.33343	3.64448	3.67291	3.27812	3.99714	3.63728
AGSK1	0.024124	0.0115538	0	0.0239926	0	0
AGT	2.97834	3.36868	4.10489	3.71026	4.41803	4.60551
AGTPBP1	4.35803	4.21349	4.76418	4.88944	4.65798	4.75109
AGTR1	21.3773	20.8515	16.4363	16.1806	17.0652	17.0076
AGTR2	0	0	0	0	0	0
AGTRAP	33.2906	33.1071	28.1261	33.3276	31.7624	32.7802
AGXT	0	0	0	0	0	0
AGXT2	0	0	0	0	0	0
AGXT2L1	0.311765	0.288235	0.486667	0.398561	0.342994	0.291647
AGXT2L2	3.61457	3.32704	3.55397	3.46862	4.45804	4.04433
AHCTF1	14.3249	15.19	15.0317	14.1647	13.6243	14.3423
AHCTF1P1	0.144954	0.208285	0.17645	0.186692	0.159	0.216805
AHCY	64.7667	62.1512	55.3561	56.4604	57.3761	56.4503
AHCYL1	49.3834	49.9603	52.9768	50.6492	53.0833	51.9254
AHCYL2	12.9047	13.2418	14.2045	14.4412	15.2066	14.8961
AHDC1	13.1697	12.6288	11.7446	13.2147	13.5728	13.4064
AHI1	8.00135	7.9122	8.95324	8.11534	8.36636	8.51845
AHNAK	5.93988	6.01838	11.326	11.0844	9.93496	9.81611
AHNAK2	0.113044	0.123329	0.172858	0.216972	0.134542	0.137253
AHR	11.783	11.657	12.4292	11.3779	11.4066	11.6431
AHRR	6.99308	6.85484	7.50789	7.54686	7.49524	7.47389
AHSA1	51.6199	51.3155	47.4988	48.0599	46.6304	46.6646
AHSA2	12.5117	13.0453	13.2079	12.8891	14.8003	13.8306
AHSG	0	0.0198908	0	0	0.0204521	0
AHSP	0	0	0	0	0	0
AICDA	0.0329333	0.042064	0.0871072	0.0873129	0.043251	0.0107828
AIDA	55.9627	54.2601	58.9594	55.6786	55.2315	54.4704
AIF1	0	0	0	0	0	0
AIF1L	114.798	110.614	117.308	112.203	108.868	107.144
AIFM1	44.5517	42.9078	42.4438	43.5699	44.7072	43.182
AIFM2	1.11182	1.10085	1.28696	1.36549	1.28722	1.3307
AIFM3	0.265711	0.181819	0.309285	0.303799	0.261719	0.306285
AIG1	23.1532	22.479	23.7764	23.1864	22.9711	24.2313
AIM1	0.131581	0.129754	0.138187	0.115428	0.0952964	0.0874296
AIM1L	0.1241	0.0810546	0.1119	0.0785148	0.116679	0.0664886
AIM2	0	0.0212731	0	0	0	0
AIMP1	27.672	27.9563	28.0011	25.653	25.5691	25.774
AIMP2	28.8135	26.5823	24.3296	24.7768	25.0984	25.0563
AIP	39.0557	39.953	42.7924	45.6121	48.6164	44.819
AIPL1	0.209515	0.147876	0.131235	0.14251	0.162913	0.129962
AIRE	0	0	0.0269206	0	0	0
AIRN	0	0	0	0	0	0
AJAP1	0	0.0100172	0	0	0	0
AJUBA	5.69581	5.09259	4.91322	4.85182	4.60445	4.62116
AK1	27.7274	27.1027	25.1222	26.9224	26.5094	26.4901
AK2	75.3114	74.8355	70.7798	68.2944	66.9182	69.3018
AK3	11.2054	11.9313	12.3637	11.7725	12.3114	12.789
AK4	3.203	3.85145	3.78629	4.01398	2.9196	4.53879
AK5	0.054662	0.0698172	0.0542175	0.03623	0.0897344	0.080537
AK7	0.247967	0.272728	0.236839	0.346967	0.253286	0.279646
AK8	0.448421	0.372284	0.54855	0.728173	0.618353	0.440456
AKAP1	19.5949	18.7542	18.0213	17.5723	17.7754	17.0759
AKAP10	13.2015	13.6302	14.211	14.1991	13.835	14.2674
AKAP11	12.6587	13.688	14.9536	14.4477	14.2213	14.8114
AKAP12	23.6388	22.4267	21.2937	21.2454	19.8358	19.7513
AKAP13	12.1387	12.7588	12.9652	13.2784	13.1156	12.9691
AKAP14	0.133803	0.204343	0	0.106039	0.122435	0.273759
AKAP17A	0	0	0	0	0	0
AKAP2	7.23935	6.89615	10.3128	7.46266	7.51661	7.93754
AKAP3	0.191842	0.0967223	0.310457	0.25096	0.258574	0.228105
AKAP4	0	0.0103047	0	0.0106951	0	0
AKAP5	2.29918	2.43226	2.34331	2.29485	2.1933	2.03607
AKAP6	1.44101	1.43925	1.57886	1.4271	1.51288	1.53063
AKAP7	60.091	59.2258	56.8252	51.7348	55.7523	57.006
AKAP8	8.10696	7.83123	7.60176	7.59431	7.48185	7.40255
AKAP8L	30.7073	31.4689	29.5272	29.7597	30.451	30.7613
AKAP9	12.2481	12.9858	14.207	12.8221	12.194	13.5559
AKD1	2.12446	2.57925	2.6925	2.42459	2.77687	2.40314
AKIP1	8.15245	9.06644	9.5464	8.43322	8.46627	8.83168
AKIRIN1	41.9779	41.5816	41.2497	41.2914	42.0767	39.6617
AKIRIN2	58.5359	55.2385	48.3013	47.712	47.3013	47.9297
AKNA	0.938786	0.88412	0.836851	0.933342	0.831037	0.859859
AKNAD1	0	0.0100561	0.0295925	0	0.0103399	0.0206242
AKR1A1	24.469	23.0167	25.9049	25.8931	27.3844	26.5225
AKR1B1	121.053	118.538	110.363	113.369	124.697	109.737
AKR1B10	2.83855	2.50397	2.59264	2.49725	2.29303	2.72796
AKR1B15	0.0400093	0.0191632	0.0992092	0.059666	0.019704	0.0982468
AKR1C1	0.290287	0.30125	0.335912	0.312654	0.262097	0.332653
AKR1C2	0.811359	0.54681	0.440379	0.680192	0.471184	0.592639
AKR1C3	87.2438	86.3044	63.6224	66.6257	69.686	67.0974
AKR1C4	0	0.0275562	0.0285321	0	0	0
AKR1C6P	0	0.0228236	0	0	0.0234677	0
AKR1CL1	0	0.0141623	0	0	0	0
AKR1D1	0.0715795	0.04571	0.0473289	0.0237167	0.0587516	0.0576255
AKR1E2	1.03615	1.37433	1.26011	1.76314	1.26966	1.84783
AKR7A2	22.8279	22.5331	21.9999	25.2472	24.3402	23.7523
AKR7A2P1	0.203023	0.194483	0.0755138	0.151384	0.149978	0.0997084
AKR7A3	0.767418	0.761394	0.815541	0.899213	0.566913	0.780709
AKR7L	0.580927	0.840202	0.775244	0.783231	0.531075	0.627461
AKT1	60.9104	60.9034	60.2775	64.8308	65.8244	64.3567
AKT1S1	43.0614	41.0609	35.0939	40.8038	40.9563	39.3899
AKT2	24.0066	23.9615	20.5893	23.3676	23.5127	23.2863
AKT3	13.6805	13.7546	14.8111	13.2849	14.0377	14.83
AKTIP	16.8236	16.4855	18.0052	17.2661	17.1197	17.4994
ALAD	28.0038	28.0237	32.5945	31.3999	32.4997	33.0377
ALAS1	37.9338	39.2904	43.7842	43.3821	42.693	42.3823
ALAS2	0	0	0.0309359	0.0165068	0	0.0815507
ALB	0.0139161	0.133307	0.124225	0.124518	0.0959483	0.150358
ALCAM	1.75834	1.851	2.09797	1.87789	1.97147	1.78353
ALDH16A1	10.2289	9.55464	10.855	11.8938	13.2116	12.1067
ALDH18A1	26.8671	27.3007	24.1987	24.5665	25.2511	25.7577
ALDH1A1	64.3211	62.3578	56.0475	57.9424	62.1126	62.6498
ALDH1A2	0.294946	0.344675	0.366249	0.320056	0.409552	0.344095
ALDH1A3	0	0.00827648	0.00856957	0	0	0
ALDH1B1	39.723	39.4206	30.2385	29.58	30.1359	29.5749
ALDH1L1	9.42438	9.50948	11.8274	11.2301	12.098	11.5884
ALDH1L1-AS1	0.486893	0	0.120733	0.242035	0.119894	0.239123
ALDH1L1-AS2	0.147588	0.115675	0.146387	0.146732	0.14537	0.237218
ALDH1L2	0.0936521	0.104666	0.139338	0.185013	0.129833	0.140897
ALDH2	93.9713	91.7119	95.7012	98.0587	103.659	101.423
ALDH3A1	0.217359	0.138784	0.0538394	0.162056	0.249784	0.1957
ALDH3A2	78.6625	77.1018	82.787	77.1749	77.839	76.7671
ALDH3B1	0.863976	0.892989	1.71389	1.69534	1.3101	1.89823
ALDH3B2	0.53101	0.604578	0.45394	0.485384	0.452466	0.445182
ALDH4A1	4.14053	4.74182	4.69512	5.40284	5.5254	5.45035
ALDH5A1	3.89361	4.06749	4.2051	4.51862	4.59321	4.55213
ALDH6A1	5.89898	5.11334	6.86418	7.42395	7.48256	7.26396
ALDH7A1	16.4375	16.7167	17.4041	17.8096	18.2999	18.0439
ALDH8A1	1.16885	1.33203	1.1707	1.26086	1.3002	1.28851
ALDH9A1	62.7697	62.8697	64.2731	62.9475	66.7294	64.3307
ALDOA	731.121	746.785	707.453	810.88	733.964	777.162
ALDOB	0.985241	0.870257	0.786854	0.686942	0.894814	0.728948
ALDOC	66.2246	86.3794	73.2848	85.0791	73.3369	95.5753
ALG1	6.69317	6.2948	4.89963	5.41899	5.45126	4.6649
ALG10	7.04264	7.16573	8.60622	7.79483	8.10569	8.17876
ALG10B	8.11926	8.77412	10.8081	10.2005	9.70281	10.2221
ALG11	8.43487	8.70579	8.46051	7.82364	7.82702	8.62694
ALG12	4.12899	3.77952	3.2113	3.50558	3.66669	3.09002
ALG13	7.86066	7.64382	6.96539	6.70082	6.77214	6.72393
ALG14	14.4922	14.6486	10.6072	13.6133	12.0102	11.7806
ALG1L	1.21472	1.3888	1.33657	1.01792	1.01586	1.05478
ALG1L2	0.148579	0.142329	0.147369	0.221576	0.219518	0.182425
ALG1L9P	0.954786	1.22111	1.17433	1.2086	1.0534	1.01217
ALG2	28.3355	26.5067	27.7291	26.5799	26.4112	27.9719
ALG3	44.9161	40.9671	40.2969	40.6714	39.4273	38.3564
ALG5	36.703	36.5693	36.9034	36.7938	35.7829	38.1282
ALG6	7.28125	8.20485	9.36809	8.89035	9.55062	9.31249
ALG8	42.5786	39.3508	37.5737	35.6107	32.6679	33.5968
ALG9	3.89959	4.10331	4.88146	4.84782	4.75719	4.80593
ALK	0.0938341	0.0719098	0.0604957	0.074632	0.0693178	0.0645172
ALKBH1	3.16439	3.04273	2.86623	3.21728	3.04626	2.87361
ALKBH2	7.98673	7.7246	7.61459	7.30458	8.02733	7.64504
ALKBH3	14.8274	14.7024	15.6155	16.1907	15.0968	15.1163
ALKBH4	7.93428	6.46402	6.84002	7.13631	6.4127	7.0213
ALKBH5	46.9875	44.8255	44.3779	46.9252	46.0818	46.7498
ALKBH6	16.5134	14.1156	14.0187	14.441	15.2211	16.7798
ALKBH7	24.388	24.0629	23.8143	27.5815	29.4865	27.5964
ALKBH8	3.77608	3.79353	3.66504	3.52001	3.37857	3.18845
ALLC	0.0229232	0	0	0	0.0451573	0
ALMS1	5.09147	5.13863	5.24963	5.11752	5.09643	5.35684
ALMS1P	0.266241	0.353135	0.325014	0.366504	0.262239	0.221279
ALOX12	0.567564	0.67013	0.432027	0.433047	0.533031	0.531553
ALOX12B	0	0	0.0122716	0	0.0121863	0
ALOX12P2	0.188514	0.169962	0.120987	0.132297	0.131069	0.119813
ALOX15	0.194897	0.131788	0.159197	0.113981	0.146799	0.135131
ALOX15B	0.0703729	0.0118964	0.0673855	0.0370447	0.0244665	0.0691229
ALOX15P1	0	0	0	0	0	0
ALOX5	0	0	0	0.0129269	0	0
ALOX5AP	1.01188	0.891771	0.802913	1.16697	1.15614	0.596343
ALOXE3	0.0469336	0.0341219	0.070661	0.0466615	0.0184902	0.0645407
ALPI	0	0	0.0120206	0	0	0
ALPK1	4.52638	4.57346	5.14195	4.80397	4.93883	4.88019
ALPK2	0.372693	0.31095	0.357735	0.286863	0.24078	0.236176
ALPK3	0.185815	0.226314	0.315948	0.340446	0.410493	0.32592
ALPL	185.371	176.153	192.93	195.59	190.476	191.241
ALPP	0.0960921	0.0409112	0.06354	0.12738	0.0946478	0.0524363
ALPPL2	0	0	0	0.0123435	0	0
ALS2	5.78685	5.4502	5.7961	5.8725	5.68124	5.76886
ALS2CL	0	0.00872985	0.00561839	0.00906038	0.00591373	0.0179028
ALS2CR11	0.557631	0.470926	0.40562	0.292084	0.336909	0.373737
ALS2CR12	0.408461	0.422584	0.486164	0.48031	0.386229	0.401207
ALS2CR8	1.75628	2.05135	2.28674	2.32233	2.34944	2.23536
ALX1	0	0	0	0	0	0
ALX3	1.69569	1.64574	2.08023	2.7728	2.24159	2.03814
ALX4	1.68065	1.84291	1.69913	1.79985	1.96943	1.99582
ALYREF	139.486	132.247	102.555	114.378	113.629	118.69
AMACR	10.6281	10.362	11.1645	11.3086	11.229	10.8298
AMBN	0.0316233	0.0302931	0.0156829	0.0157199	0	0
AMBP	0.254411	0.265865	0.1147	0.160959	0.227806	0.159022
AMBRA1	14.4448	13.7737	13.7997	13.8735	14.3469	13.4763
AMD1	55.4344	56.1315	43.9896	44.2068	45.357	44.1658
AMDHD1	0.91235	1.05723	1.41577	1.06799	1.37694	1.15632
AMDHD2	5.11909	5.60603	5.22657	5.21844	5.12943	4.93325
AMELX	0	0	0	0	0	0
AMELY	0	0	0	0	0	0
AMER1	6.39225	6.28869	5.24471	5.13356	5.29327	5.25147
AMER2	0	0	0.0107426	0	0	0.0106383
AMER3	0.0142944	0.00456144	0	0	0.0093849	0.00467725
AMFR	33.6085	33.0771	31.6989	34.4874	35.7176	34.3027
AMH	8.82346	9.42817	7.24381	8.86578	8.70627	7.85086
AMHR2	16.3009	15.9516	19.0691	18.3228	20.5801	19.0599
AMICA1	0	0	0.0160843	0.0161223	0	0
AMIGO1	4.42712	4.82959	4.88866	4.73811	5.15117	4.69341
AMIGO2	7.55957	7.5015	6.27183	6.5702	6.57715	6.04336
AMIGO3	5.7934	6.04171	5.62398	6.61765	6.66749	6.19498
AMMECR1	7.66083	7.76628	7.45808	6.95529	6.54845	6.46828
AMMECR1L	10.1423	9.73242	9.81031	9.71321	9.60048	9.28214
AMN	0.210096	0.100629	0.187547	0.229766	0.206938	0.206364
AMN1	7.18014	7.88302	7.27904	7.34078	7.43849	7.3577
AMOT	6.63474	6.712	5.93315	6.02305	6.16696	6.22601
AMOTL1	11.8147	11.5191	12.8698	12.4373	13.0193	12.7577
AMOTL2	4.65202	4.2227	3.84709	4.73742	4.07818	3.88574
AMPD1	0	0	0.0128418	0	0.0127526	0.0127172
AMPD2	15.029	15.0889	13.1583	13.6206	13.6108	13.8622
AMPD3	0.223943	0.28026	0.223243	0.184819	0.16996	0.196124
AMPH	13.4478	13.9498	16.3261	16.1578	16.4544	17.8693
AMT	0.343828	0.187746	0.290464	0.52752	0.3825	0.501663
AMTN	0	0	0	0	0	0
AMY1A	0	0	0	0	0	0
AMY1B	0	0	0	0	0	0
AMY1C	0	0	0	0	0	0
AMY2A	0	0	0.0394892	0.0395824	0	0
AMY2B	3.22624	3.57814	3.7291	3.37872	3.99257	3.56551
AMZ1	0.0135052	0.0323427	0.0200928	0.0402805	0.0266043	0.0132653
AMZ2	40.2656	36.4277	39.7228	39.2106	38.5498	39.6661
AMZ2P1	1.21182	1.4132	1.5939	1.73734	1.73851	1.47493
ANAPC1	14.2978	14.4559	12.897	12.8035	12.8148	12.5493
ANAPC10	10.1984	9.17517	10.4506	8.91912	9.77887	10.1615
ANAPC11	83.4318	88.0558	75.5696	87.8237	92.5064	83.6366
ANAPC13	76.7161	81.0784	82.9126	80.0868	82.8557	81.9547
ANAPC15	26.3592	26.9366	30.2181	26.5397	30.6686	29.3077
ANAPC16	27.6341	28.2059	29.7213	29.7849	30.4961	30.1055
ANAPC1P1	0.0362831	0.034757	0.0539817	0.0180364	0.0893444	0.0178194
ANAPC2	19.0801	19.958	18.4615	20.419	20.9475	19.4908
ANAPC4	18.0408	17.4695	17.0369	17.2719	16.4079	16.5096
ANAPC5	65.7177	67.6332	60.356	62.0303	63.1953	62.3029
ANAPC7	39.1563	37.6347	35.0884	34.0945	34.8264	34.6872
ANG	2.37109	3.43509	2.76805	4.66082	4.72183	4.97064
ANGEL1	5.46571	5.50771	4.90869	4.84792	5.19	5.56164
ANGEL2	13.2485	13.4634	12.4427	11.8361	12.1672	11.6057
ANGPT1	7.10772	7.27706	5.84824	5.80733	5.49649	5.69653
ANGPT2	0.0173776	0.0222047	0.0229766	0.0115156	0.0228253	0.0227424
ANGPT4	0	0	0.0164225	0.0329225	0.081542	0.0325264
ANGPTL1	15.7825	16.0396	9.2827	9.22849	9.26849	9.62721
ANGPTL2	18.4973	19.0779	20.0299	20.9333	20.0238	19.338
ANGPTL3	0.0443756	0.0425091	0.0293429	0.0294122	0.0145695	0.0290583
ANGPTL4	0.197289	0.309527	0.213473	0.285521	0.16482	0.131486
ANGPTL5	0.0394145	0.0251711	0.0130312	0.039186	0.0129407	0.0258097
ANGPTL6	0.636329	0.691937	0.665265	0.530049	0.677583	0.641919
ANGPTL7	0.0279552	0	0	0	0.0137675	0
ANHX	0	0	0	0	0	0
ANK1	0.00982543	0.0296364	0.0390072	0.0374856	0.0111408	0.0111099
ANK2	2.71679	2.68939	3.0923	2.99959	2.91	3.11177
ANK3	6.74425	6.42168	7.45738	6.96132	6.98293	7.03426
ANKAR	0.243035	0.30395	0.267841	0.25505	0.206135	0.218825
ANKDD1A	7.19629	6.84677	6.89526	6.77545	6.56807	6.37699
ANKDD1B	0.0719597	0.114888	0.142748	0.166932	0.189008	0.141363
ANKEF1	3.77519	3.26301	4.08182	3.72791	4.06977	4.01294
ANKFN1	46.7158	46.6997	41.0814	44.9184	46.2027	47.3942
ANKFY1	15.7656	16.2518	14.4725	14.5164	14.7756	14.3202
ANKH	5.9056	6.21884	5.95974	6.5673	6.38732	6.22652
ANKHD1	26.1022	27.0858	27.3843	25.4258	25.9615	24.943
ANKHD1-EIF4EBP3	6.82783	6.65514	6.9817	6.71463	6.38333	6.64253
ANKIB1	20.2301	20.7651	20.075	19.2758	18.8918	18.7349
ANKK1	0.0243109	0.0349326	0.0241131	0.02417	0.0119728	0
ANKLE1	0.594525	0.714157	0.533525	0.581695	0.492638	0.602504
ANKLE2	31.4164	31.5228	29.0656	29.945	29.364	29.1579
ANKMY1	1.17797	1.21014	1.20313	1.17485	1.27256	1.54434
ANKMY2	13.7382	12.7085	13.0266	12.8048	12.9718	13.411
ANKRA2	13.8159	14.6689	17.9885	17.8183	17.7652	18.2481
ANKRD1	3.66206	2.8772	4.95452	4.47119	2.48378	2.8082
ANKRD10	36.6594	39.5992	42.2693	41.5795	42.4768	41.457
ANKRD11	25.7623	26.7668	24.4563	25.8091	22.9601	24.7759
ANKRD12	5.28062	5.70251	6.51944	6.01003	5.38828	5.93331
ANKRD13A	25.8475	25.9883	29.8782	29.2542	28.8086	29.3772
ANKRD13B	5.36297	4.76126	3.8565	3.90369	4.21645	3.87553
ANKRD13C	10.2282	10.0124	11.6784	10.5519	10.8846	10.8748
ANKRD13D	7.02121	7.02939	7.07496	7.50006	7.87075	7.16257
ANKRD16	3.07056	3.22594	2.62898	2.59912	2.87845	2.92139
ANKRD17	30.0995	29.417	29.8691	28.8431	28.4495	28.4438
ANKRD18A	0.0402296	0.03083	0.0159609	0.0479956	0.023775	0.015806
ANKRD18B	0.0560834	0.0844241	0.111254	0.0477928	0.031566	0.102305
ANKRD18DP	0	0.0202428	0.0104798	0.0105046	0.010407	0
ANKRD19P	1.04097	1.308	1.34091	1.33064	1.13186	1.18183
ANKRD2	0.198071	0.284611	0.122786	0.317274	0.414948	0.246395
ANKRD20A1	0.0343924	0.0494187	0.0341068	0.068386	0.0508132	0.0506723
ANKRD20A11P	0.224782	0.30761	0.191102	0.127702	0.221404	0.283872
ANKRD20A12P	2.45511	2.86465	2.32527	1.96371	1.67275	2.5203
ANKRD20A19P	0.075565	0.0668184	0.103777	0.109801	0.0801546	0.148446
ANKRD20A2	0.00859277	0.0082307	0	0.00854228	0	0
ANKRD20A3	4.729e-06	5.10279e-06	5.06281e-06	5.29596e-06	0	0
ANKRD20A4	0	0.0164431	0	0.0170655	0.0253606	0
ANKRD20A5P	0.405855	0.349906	0.507215	0.451922	0.335794	0.390674
ANKRD20A8P	0.0656299	0.146285	0.235972	0.228373	0.169689	0.209509
ANKRD20A9P	0.662203	0.70945	0.70362	0.662147	0.639504	0.677356
ANKRD22	0.0150487	0.0144158	0.0149263	0.0448845	0.0148226	0.00739073
ANKRD23	1.97277	2.1074	1.57723	1.58095	1.71936	1.65588
ANKRD24	0.371987	0.399101	0.605093	0.532555	0.564249	0.781913
ANKRD26	3.36999	3.93646	3.84438	3.52663	3.11475	3.42026
ANKRD26P1	0.0336297	0.0736348	0.100068	0.0716459	0.123033	0.0613459
ANKRD26P3	0.0403666	0.0232012	0.0320305	0.00802652	0.0397599	0.0872293
ANKRD27	14.8031	14.8921	14.0454	13.5929	13.704	13.6528
ANKRD28	23.1983	23.9109	25.5099	24.2634	23.814	23.4221
ANKRD29	0.0824475	0.0131633	0.0136294	0.0136616	0.0270694	0.0404915
ANKRD30A	0.0135373	0.0259358	0.0335678	0.0201882	0	0.0132969
ANKRD30B	0.0644353	0.0678975	0.0639108	0.0640617	0.0380801	0.0443036
ANKRD30BL	0.0373311	0	0.0185135	0.0231439	0.03677	0.0228654
ANKRD30BP2	0.0796216	0.101697	0.149172	0.140729	0.139422	0.0868971
ANKRD30BP3	0	0.0245293	0	0	0	0.0251515
ANKRD31	0.13165	0.102758	0.145087	0.111496	0.0864472	0.119733
ANKRD32	9.99812	9.66815	9.6823	9.47017	9.20374	9.34848
ANKRD33	0	0	0	0	0	0
ANKRD33B	0.102797	0.0716169	0.0834222	0.0991041	0.125798	0.0826129
ANKRD34A	2.37785	2.47764	2.71434	2.306	2.30924	2.5241
ANKRD34B	0.0228635	0.0146012	0.0151183	0	0	0.0149716
ANKRD34C	0.032685	0.0156551	0.0270158	0.0216636	0.0268281	0.0107015
ANKRD35	0.0360034	0	0.00892758	0.00894865	0.0177311	0.0353639
ANKRD36	2.55571	3.1445	3.48376	3.3055	2.8591	3.41312
ANKRD36B	1.28853	1.41807	1.6439	1.47176	1.49684	1.68109
ANKRD36BP1	9.10192	10.5059	10.7923	9.97638	9.25431	9.5849
ANKRD36BP2	0	0	0.0369543	0	0	0
ANKRD37	0.506012	0.745805	0.887965	0.619216	0.613423	0.841118
ANKRD39	8.31107	7.33399	6.98458	6.96036	7.09736	7.76132
ANKRD40	21.5861	21.0903	21.7163	19.6214	20.5977	19.8573
ANKRD42	2.14624	2.25233	2.60715	2.54138	2.58904	2.65292
ANKRD44	2.99794	3.20986	2.91977	3.16487	2.99907	2.95393
ANKRD45	0.126774	0.110402	0.148605	0.171872	0.192979	0.124523
ANKRD46	7.35362	7.42891	7.84904	7.87372	7.77457	7.98576
ANKRD49	14.1057	13.9287	15.516	14.107	13.976	14.3641
ANKRD50	8.64973	9.29504	9.52955	9.51354	8.98661	9.57019
ANKRD52	62.4631	63.0556	60.7332	62.5927	61.912	61.1125
ANKRD53	0.0635625	0.0568564	0.11033	0.0631959	0.0469547	0.12114
ANKRD54	26.1249	25.6945	24.5843	26.886	26.6035	24.7057
ANKRD55	0	0	0	0	0	0.0121631
ANKRD6	2.16093	2.08156	1.95001	1.69042	1.79289	1.75952
ANKRD61	0.559629	0.804135	0.786355	0.718663	0.574185	0.710016
ANKRD62P1-PARP4P3	0.788421	0.632784	0.803139	0.529628	0.671629	0.816278
ANKRD63	0.0605326	0	0.0300199	0.0300908	0.0596228	0.0297287
ANKRD65	0.0397968	0.152539	0.0789628	0	0.0195916	0.175963
ANKRD66	0	0	0	0	0	0
ANKRD7	1.62703	1.34605	1.61378	1.15192	1.35976	1.33177
ANKRD9	14.993	13.8453	13.5424	17.2711	17.662	16.6313
ANKS1A	10.4549	10.4007	10.1175	10.2241	10.48	10.3556
ANKS1B	4.58087	4.5462	5.02527	5.69769	4.93897	4.84389
ANKS3	5.96353	5.82558	5.10835	5.75887	6.1136	5.06774
ANKS4B	0.0210457	0.0504011	0.0313115	0	0.062188	0.0206719
ANKS6	12.7009	12.7866	10.4323	11.1451	10.852	10.315
ANKUB1	0	0	0.0124284	0	0.012342	0
ANKZF1	4.34561	4.6713	4.32724	4.55369	4.70646	4.54323
ANLN	69.5504	68.176	81.7211	76.2859	77.2276	79.2217
ANO1	0.0308818	0.0725297	0.0735118	0.0796087	0.0745707	0.0825137
ANO10	5.63965	5.40638	8.31711	7.86007	8.29788	8.0352
ANO2	0.105222	0.0465213	0.0722531	0.0482825	0.0558064	0.0556517
ANO3	0.352228	0.389688	0.388726	0.394576	0.425117	0.409355
ANO4	0.435671	0.45908	0.280881	0.274325	0.357602	0.299553
ANO5	3.77072	4.00404	3.94939	3.61727	3.67009	3.58607
ANO6	42.2508	40.8626	45.2996	42.7233	42.7409	44.0077
ANO7	0.536232	0.444261	0.481555	0.569145	0.471072	0.555178
ANO8	4.79675	5.14004	4.76485	5.67833	5.95903	5.68783
ANO9	0.0212899	0.0101972	0.0316749	0	0	0.0104559
ANP32A	130.43	131.674	117.45	114.891	112.821	114.866
